nn_W;np_W;nominal_W;neoclass_W;poss_pronoun_W;pronoun_all_W;p1_perspron_P;p2_perspron_P;p3_perspron_P;it_P;pospers1_W;pospers2_W;pospers3_W;adj_W;atadj_W;predadj_W;prep_W;past_tense_F;will_F;modal_verb_V;verb_W;infinitive_F;passive_F;coordination_F;subordination_F;interrogative_S;imperative_S;title_W;salutation_S;place_adv_W;time_adv_W;prep_initial_S;adv_initial_S;text_initial_S;wh_initial_S;disc_initial_S;nonfin_initial_S;subord_initial_S;verb_initial_S
33.377.817;6.107.264;6.257.270;3.714.287;0.604656;1.227.134;0.000000;0.000000;10.666.667;9.666.667;0.000000;0.000000;1.227.134;12.644.319;11.447.316;1.197.003;13.734.723;12.500.000;1.750.000;3.250.000;13.149.529;10.500.000;18.833.333;;12.916.667;0;1;0.000000;0;0.000000;0.250558;7;10.000.000;0;0.000000;0;1;4;1.000.000
36.462.277;8.968.109;5.534.954;0.385038;0.391942;1.552.376;1.000.000;0.000000;16.833.333;15.833.333;0.083333;0.000000;1.469.042;18.126.241;16.356.953;1.769.288;13.464.234;5.000.000;1.833.333;2.533.333;16.565.142;8.333.333;21.500.000;;12.833.333;0;4;0.000000;0;1.116.976;0.187020;5;3.000.000;0;0.000000;1;1;2;3.000.000
33.998.221;1.510.833;6.751.429;4.089.419;0.554910;1.342.183;1.000.000;0.000000;6.500.000;5.500.000;0.517834;0.000000;0.484146;15.951.933;13.627.229;2.324.704;14.308.574;27.833.333;1.500.000;4.408.730;17.899.649;;34.416.667;;18.000.000;0;2;0.000000;0;0.094298;0.758782;21;10.000.000;0;0.000000;0;1;6;2.000.000
32.179.061;3.901.753;8.785.665;4.090.706;0.433556;2.073.277;4.600.000;0.000000;13.666.667;10.666.667;0.626156;0.000000;1.401.667;11.781.334;10.152.981;1.628.352;13.479.028;16.500.000;1.500.000;9.455.952;20.791.088;;22.500.000;;14.333.333;4;0;0.000000;0;0.021739;0.681767;15;14.000.000;1;3.000.000;0;1;5;1.000.000
32.099.827;3.725.499;9.580.852;2.197.964;0.290437;1.137.574;5.500.000;2.000.000;7.000.000;6.500.000;0.222407;0.066667;0.610979;7.394.169;6.004.189;1.389.980;10.534.121;5.850.000;3.833.333;4.023.124;14.867.093;23.216.667;12.183.333;;11.783.333;1;2;0.000000;0;0.072944;0.100000;11;2.000.000;0;1.000.000;0;2;8;4.000.000
40.174.056;1.000.000;16.324.534;0.666335;0.696391;1.604.647;0.000000;0.000000;15.000.000;15.000.000;0.000000;0.000000;1.604.647;14.904.943;12.985.665;1.919.278;17.247.656;5.333.333;5.333.333;8.469.048;16.963.788;9.166.667;21.916.667;;;0;0;0.250000;0;0.000000;0.193590;10;11.000.000;0;0.000000;0;2;12;1.000.000
48.692.626;4.390.717;19.801.315;2.700.579;0.666458;2.042.381;0.000000;0.000000;19.500.000;16.000.000;0.062500;0.000000;1.786.402;10.418.866;8.279.274;2.139.591;12.797.608;2.500.000;28.666.667;4.050.000;23.718.396;;29.000.000;;10.500.000;1;3;0.000000;0;0.022727;0.167538;3;10.000.000;0;0.000000;0;6;8;4.000.000
46.774.605;4.469.238;14.294.205;1.963.094;0.286437;1.074.965;0.000000;0.000000;14.500.000;13.500.000;0.000000;0.000000;1.039.250;8.215.544;7.742.455;0.473089;11.125.815;3.666.667;2.700.000;5.519.444;15.402.788;14.866.667;22.233.333;;6.866.667;0;2;0.166667;0;0.000000;0.138596;9;5.000.000;1;0.000000;0;3;6;2.000.000
32.960.875;1.202.888;7.214.868;1.099.755;0.045455;0.418708;0.000000;0.000000;7.000.000;5.000.000;0.000000;0.000000;0.418708;7.613.516;6.875.661;0.737855;15.263.353;56.200.000;0.000000;0.250000;15.567.554;8.500.000;37.783.333;;12.083.333;0;8;0.000000;0;0.110145;0.318541;16;3.000.000;0;0.000000;0;1;2;8.000.000
36.829.544;2.803.267;11.244.172;1.780.766;0.274806;1.825.207;3.000.000;0.000000;17.500.000;11.000.000;0.268687;0.000000;1.413.151;15.120.648;12.123.430;2.997.219;12.782.267;0.833333;12.250.000;6.070.635;21.697.063;36.333.333;25.583.333;;23.000.000;1;0;0.000000;0;0.000000;0.258462;6;15.000.000;1;1.000.000;1;0;10;0.000000
28.904.518;3.271.700;9.083.750;2.412.217;0.041667;0.370842;0.000000;0.000000;7.000.000;6.000.000;0.000000;0.000000;0.370842;8.512.065;7.431.076;1.080.989;12.808.832;44.500.000;0.000000;3.153.968;16.324.526;30.083.333;42.083.333;;;0;1;0.000000;0;0.126812;0.158610;12;7.000.000;0;0.000000;0;6;10;1.000.000
27.205.835;2.644.008;10.630.511;2.087.612;0.173925;0.861549;0.500000;0.000000;12.500.000;10.500.000;0.071429;0.000000;0.742501;7.694.258;6.789.614;0.904644;7.789.539;5.350.000;3.033.333;7.706.624;15.155.080;32.533.333;21.866.667;;12.633.333;7;1;0.000000;0;0.033333;0.497295;10;11.000.000;0;3.000.000;0;4;10;1.000.000
36.496.025;4.165.563;8.905.395;4.096.161;0.285502;0.675524;0.000000;0.000000;7.000.000;6.000.000;0.000000;0.000000;0.613024;10.315.557;7.587.349;2.728.209;13.746.580;34.000.000;2.500.000;5.217.857;16.372.439;13.833.333;30.500.000;;;0;2;0.000000;0;0.000000;0.135714;13;16.000.000;0;1.000.000;0;2;4;1.000.000
26.043.056;5.145.856;7.308.740;0.635566;2.719.160;12.649.310;10.716.667;1.400.000;56.116.667;4.033.333;2.000.509;0.346465;9.690.072;10.343.580;7.569.675;2.773.905;12.674.446;86.883.333;0.700000;2.092.857;20.696.319;19.200.000;11.333.333;38.416.667;;0;0;0.360317;0;0.586078;1.433.912;24;8.000.000;2;0.000000;0;4;9;1.000.000
39.818.768;5.009.903;11.633.699;0.593456;1.899.930;7.516.872;8.583.333;15.266.667;20.933.333;4.083.333;1.710.065;1.732.453;3.692.664;10.473.529;8.452.132;2.021.397;16.592.918;16.583.333;5.500.000;14.420.238;27.112.972;;15.833.333;;;6;4;0.000000;0;0.450145;0.452376;16;9.000.000;8;3.000.000;2;2;10;11.000.000
16.014.854;1.987.669;4.549.976;0.436529;1.450.352;3.382.325;14.666.667;0.000000;7.250.000;2.916.667;1.941.239;0.014706;1.070.144;7.326.198;5.716.500;1.609.698;9.030.445;43.500.000;0.000000;1.396.825;9.870.452;14.050.000;14.216.667;28.483.333;;2;0;0.039608;0;0.041667;0.354009;8;6.000.000;2;2.000.000;0;2;15;0.000000
25.226.002;4.381.809;5.579.380;0.451569;1.173.582;3.067.164;0.000000;1.000.000;22.000.000;12.500.000;0.231709;0.055556;2.423.999;7.605.049;6.396.605;1.208.444;12.623.860;17.283.333;4.000.000;1.116.667;13.958.092;;14.533.333;30.600.000;23.416.667;1;1;0.062741;0;0.118407;0.466125;17;13.000.000;6;1.000.000;0;5;7;1.000.000
31.381.679;7.462.053;5.584.862;0.076705;5.088.379;23.114.780;10.833.333;2.166.667;78.166.667;7.366.667;2.738.095;0.802381;17.511.425;14.260.988;7.269.408;6.991.580;14.718.367;142.833.333;0.500000;9.492.857;43.633.699;13.333.333;15.000.000;;18.616.667;11;7;0.000000;0;1.307.781;1.350.217;6;9.000.000;8;3.000.000;5;1;3;8.000.000
25.848.829;5.385.077;6.819.259;0.280234;1.495.145;4.851.547;11.333.333;0.000000;25.333.333;12.166.667;1.488.983;0.000000;3.162.942;7.180.647;5.782.658;1.397.989;11.158.949;8.366.667;12.083.333;7.443.723;19.279.917;24.616.667;5.416.667;;18.116.667;2;3;0.348364;0;0.161097;0.532712;15;5.000.000;6;0.000000;1;2;7;3.000.000
28.214.682;3.049.680;7.387.399;0.468593;6.810.229;17.716.429;28.061.905;2.333.333;36.185.714;7.092.857;8.691.011;0.341270;8.001.855;6.723.685;5.306.354;1.417.331;13.388.429;96.516.667;0.000000;7.150.000;23.561.020;23.266.667;14.750.000;;29.450.000;3;0;0.047619;0;0.208622;1.582.233;13;16.000.000;2;0.000000;0;0;11;0.000000
38.490.266;0.973413;16.062.445;0.071429;5.707.069;24.975.986;18.083.333;31.700.000;34.766.667;17.700.000;3.596.475;9.622.866;7.396.376;15.115.559;10.946.809;4.168.750;15.014.972;12.000.000;8.333.333;16.338.889;44.759.443;41.166.667;9.333.333;;27.583.333;27;12;0.000000;0;0.183333;1.036.447;16;18.000.000;7;9.000.000;0;11;26;18.000.000
21.146.759;2.697.263;5.879.684;0.626923;1.852.330;9.047.329;31.266.667;0.250000;24.800.000;5.850.000;4.532.356;0.029412;4.062.198;9.502.042;6.215.590;3.286.452;11.399.065;68.466.667;2.666.667;4.627.778;18.068.854;18.027.778;9.777.778;47.005.556;19.011.111;11;5;0.000000;0;0.358911;1.098.404;10;11.000.000;0;4.000.000;1;3;8;6.000.000
21.045.704;1.551.790;3.987.045;0.000000;4.725.309;19.804.934;13.949.206;3.616.667;61.489.683;12.344.444;3.266.274;0.863162;14.197.485;6.977.599;3.592.416;3.385.183;11.006.805;70.550.000;0.125000;4.856.421;27.136.787;10.158.333;4.825.000;28.317.857;;8;3;0.000000;0;0.376960;1.486.962;5;10.000.000;8;3.000.000;6;3;8;3.000.000
22.756.046;5.509.455;2.594.870;0.114286;3.578.374;28.133.330;49.694.048;10.892.857;51.035.714;11.566.667;12.214.979;2.558.743;11.595.232;12.559.661;6.830.820;5.728.840;10.871.216;48.766.667;3.166.667;4.708.333;36.925.050;16.666.667;2.000.000;;16.326.190;4;1;0.000000;0;0.591575;2.807.986;5;26.000.000;13;1.000.000;3;1;8;1.000.000
24.811.592;4.346.817;4.146.009;0.425417;1.155.409;5.614.770;8.000.000;2.000.000;26.690.476;13.642.857;1.195.599;0.716594;3.109.141;6.557.749;4.983.524;1.574.225;10.775.058;54.300.000;0.250000;4.313.167;16.986.725;15.416.667;6.650.000;;19.350.000;1;6;0.000000;0;0.181242;0.657273;13;6.000.000;2;0.000000;0;1;8;7.000.000
30.521.032;1.133.562;9.357.181;0.821075;6.514.842;17.198.324;24.725.000;0.666667;27.975.000;5.433.333;5.432.050;0.273810;9.522.977;12.023.482;6.881.471;5.142.011;10.923.436;34.900.000;0.700000;4.006.349;22.768.648;20.633.333;9.116.667;;24.200.000;9;0;0.250000;0;0.226190;1.208.337;13;9.000.000;2;3.000.000;0;2;8;3.000.000
29.069.841;3.673.965;5.674.913;0.694793;0.888844;4.455.854;0.000000;0.000000;21.316.667;7.833.333;0.000000;0.000000;2.972.347;11.039.373;8.706.847;2.332.526;12.297.026;20.816.667;0.333333;4.325.794;18.684.201;;20.200.000;;;3;0;0.026316;0;0.072944;0.345380;13;12.000.000;0;1.000.000;0;1;9;0.000000
31.049.536;5.303.271;9.705.004;1.928.091;3.750.951;16.297.972;33.466.667;15.200.000;20.500.000;10.766.667;6.927.395;3.544.300;4.780.128;13.022.353;8.174.231;4.848.123;13.182.981;65.183.333;2.000.000;7.516.667;27.717.419;21.916.667;8.166.667;;22.916.667;7;8;0.491481;0;0.291302;1.059.351;11;7.000.000;3;1.000.000;4;4;10;10.000.000
25.081.035;2.100.000;5.241.689;0.710229;6.130.972;18.794.841;2.600.000;26.516.667;39.164.286;15.066.667;0.483284;8.334.008;8.135.985;7.624.133;2.574.385;5.049.748;12.949.196;1.750.000;7.416.667;13.553.571;44.014.137;;8.166.667;;24.916.667;8;1;0.200000;0;0.251149;1.825.924;9;14.000.000;3;7.000.000;0;12;20;1.000.000
29.706.203;13.877.734;5.194.175;0.916671;3.625.590;11.675.116;5.000.000;3.500.000;43.050.000;6.750.000;1.146.825;0.916667;9.016.605;9.313.738;6.760.664;2.553.074;16.664.540;115.083.333;0.000000;3.159.524;28.083.652;25.500.000;20.333.333;;20.833.333;13;2;0.211406;0;0.585890;0.843082;22;10.000.000;1;4.000.000;3;9;12;2.000.000
29.118.441;8.512.748;7.116.905;0.615175;4.800.852;14.663.950;3.166.667;1.500.000;53.638.095;6.059.524;0.959402;0.450000;12.147.018;11.457.207;9.639.386;1.817.821;14.748.192;100.500.000;1.500.000;3.876.190;26.355.026;26.583.333;9.500.000;43.000.000;8.916.667;3;1;0.553864;0;0.364927;1.470.129;12;10.000.000;3;0.000000;0;7;8;2.000.000
37.583.967;2.809.844;9.466.914;0.437892;1.801.411;4.986.006;1.000.000;13.050.000;16.733.333;9.233.333;0.142857;2.804.564;1.679.049;8.284.480;7.414.381;0.870099;14.268.013;4.283.333;13.283.333;6.531.349;20.416.482;13.200.000;19.616.667;;;3;2;0.000000;0;0.041667;0.100251;12;22.000.000;0;0.000000;0;5;12;3.000.000
24.394.186;4.863.403;6.883.753;0.503619;5.444.274;13.026.179;13.894.048;0.000000;36.717.857;4.866.667;6.097.661;0.000000;6.107.676;7.569.910;6.079.481;1.490.429;12.867.046;83.566.667;0.000000;3.159.524;17.520.113;15.583.333;14.533.333;42.950.000;17.683.333;0;0;0.000000;0;0.541074;1.208.779;20;7.000.000;2;0.000000;0;1;5;0.000000
51.547.444;7.699.339;5.067.662;2.448.254;0.632564;2.555.955;2.000.000;0.000000;16.083.333;10.500.000;0.433333;0.000000;1.863.512;18.853.228;13.186.514;5.666.715;14.788.957;1.000.000;3.666.667;11.192.857;26.518.372;7.333.333;29.916.667;;13.166.667;0;6;0.000000;0;0.355520;0.699854;3;6.000.000;0;0.000000;1;1;7;3.000.000
31.458.249;4.559.607;4.054.134;1.131.172;0.449209;1.948.076;5.500.000;0.000000;14.333.333;11.000.000;0.692094;0.000000;1.050.625;15.831.355;10.576.927;5.254.429;12.615.758;4.500.000;0.833333;7.784.524;18.883.353;;26.166.667;;15.416.667;0;0;0.178889;0;0.533510;0.958509;14;9.000.000;0;1.000.000;0;3;6;0.000000
26.592.449;3.493.447;3.735.014;1.875.357;1.473.024;5.992.667;5.700.000;4.250.000;32.885.714;12.342.857;0.707288;0.449271;4.193.144;11.136.592;7.770.858;3.365.734;11.941.771;16.666.667;1.333.333;4.560.714;18.032.266;;10.700.000;;;0;1;0.123407;0;0.238462;0.611519;13;7.000.000;1;0.000000;0;2;7;2.000.000
27.685.804;5.220.154;6.255.913;0.568085;1.326.921;3.077.469;4.000.000;0.000000;19.583.333;13.833.333;0.799204;0.000000;2.154.607;10.376.169;6.685.544;3.690.625;13.695.726;8.916.667;0.500000;5.969.913;19.421.007;;21.850.000;;;3;1;0.000000;0;0.197175;0.689648;11;17.000.000;3;1.000.000;0;3;5;0.000000
28.249.276;2.704.891;5.252.379;0.997345;1.327.160;4.146.740;8.666.667;0.000000;23.833.333;11.000.000;0.773632;0.000000;2.910.359;7.769.046;5.623.439;2.145.607;12.647.445;55.916.667;0.000000;6.229.762;21.198.744;;33.000.000;;18.000.000;0;1;0.000000;0;0.347553;0.792923;10;7.000.000;0;0.000000;0;3;13;1.000.000
23.319.066;6.119.089;5.219.000;0.866925;1.042.652;3.717.124;8.766.667;0.333333;18.783.333;6.333.333;1.130.102;0.093750;2.024.809;11.885.666;9.790.526;2.095.140;11.373.982;27.066.667;0.700000;2.516.667;16.420.509;;20.000.000;;15.850.000;1;1;0.090909;0;0.458427;1.020.113;14;8.000.000;3;0.000000;2;7;13;1.000.000
27.079.259;4.102.187;6.519.102;0.594958;0.972553;1.867.470;0.333333;0.000000;10.833.333;8.333.333;0.100808;0.000000;1.365.455;10.356.000;9.298.192;1.057.808;12.684.223;37.316.667;0.000000;0.361111;11.313.434;16.066.667;13.500.000;;15.700.000;0;1;0.146465;0;0.193985;0.145432;12;6.000.000;0;1.000.000;0;1;3;1.000.000
26.149.755;6.239.810;2.890.681;0.280395;0.622958;3.706.287;6.333.333;0.000000;31.333.333;16.666.667;0.490799;0.000000;2.734.338;12.850.220;9.784.121;3.066.099;11.501.224;4.166.667;0.333333;4.834.524;15.349.624;10.083.333;17.666.667;;12.083.333;1;0;0.000000;0;0.280188;0.272244;14;7.000.000;1;0.000000;0;1;4;0.000000
24.973.865;2.716.496;3.669.178;0.313492;2.842.243;5.980.572;6.766.667;0.000000;28.000.000;10.566.667;1.482.567;0.000000;4.317.885;11.971.974;9.795.794;2.176.181;12.302.814;4.166.667;2.166.667;3.966.667;13.970.040;15.500.000;7.750.000;;16.466.667;0;2;0.000000;0;0.992958;1.134.779;13;11.000.000;3;0.000000;0;2;4;1.000.000
39.579.409;11.287.939;4.409.763;0.000000;0.826045;2.411.096;0.000000;0.000000;15.250.000;11.000.000;0.024390;0.000000;1.890.151;13.996.488;10.603.990;3.392.498;10.898.252;20.583.333;1.583.333;2.316.667;13.867.070;12.916.667;23.416.667;;;5;1;0.000000;0;0.216999;0.280701;8;10.000.000;0;1.000.000;0;4;12;1.000.000
34.140.144;10.529.963;13.002.156;1.924.662;0.796131;3.206.446;1.666.667;15.833.333;9.166.667;6.666.667;0.181173;1.699.581;1.058.123;9.555.796;7.605.623;1.950.174;12.222.172;6.700.000;5.783.333;6.216.550;18.591.602;14.100.000;11.900.000;;16.975.000;4;8;0.000000;0;0.000000;0.654775;11;9.000.000;4;3.000.000;0;2;6;6.000.000
59.894.804;4.239.661;6.123.344;1.955.495;0.346966;4.704.698;1.000.000;9.333.333;27.833.333;24.333.333;0.111111;1.039.832;2.867.274;16.832.829;9.384.548;7.448.281;15.441.418;6.666.667;9.750.000;9.483.333;29.508.813;;19.500.000;;20.833.333;0;22;0.000000;0;0.081203;0.417711;9;5.000.000;0;0.000000;0;4;13;28.000.000
28.705.274;5.837.041;7.453.773;0.959470;1.900.867;8.503.390;9.685.714;3.408.333;33.190.476;14.367.857;1.561.087;0.719645;5.437.194;7.316.783;5.011.552;2.305.232;11.407.712;23.566.667;3.033.333;7.799.603;22.112.620;18.516.667;10.033.333;37.016.667;17.166.667;1;2;1.271.133;0;0.339442;1.092.131;16;5.000.000;8;2.000.000;1;2;12;2.000.000
29.274.834;6.292.526;5.668.388;2.337.442;1.014.375;5.215.191;8.583.333;12.166.667;25.666.667;16.333.333;0.917133;1.142.006;2.826.749;10.607.734;6.359.749;4.247.985;10.834.604;10.833.333;3.583.333;5.677.381;22.849.195;;5.166.667;;;3;6;0.143590;0;0.162338;0.399661;16;11.000.000;4;3.000.000;0;9;14;6.000.000
30.340.113;7.028.511;6.884.143;1.868.731;1.053.923;4.102.378;4.083.333;6.411.905;13.011.905;13.011.905;1.053.419;1.154.377;1.392.825;12.935.966;9.783.014;3.152.953;13.202.546;7.000.000;1.250.000;8.323.052;20.546.567;12.100.000;12.166.667;;;4;0;0.000000;0;0.035714;0.371320;11;12.000.000;7;1.000.000;0;2;9;1.000.000
30.801.830;5.141.062;7.119.106;1.804.654;1.327.941;4.789.975;3.000.000;13.083.333;15.166.667;5.916.667;0.137121;1.902.740;2.159.216;9.448.320;7.725.516;1.722.804;12.731.755;10.783.333;8.150.000;5.426.190;20.494.878;20.333.333;12.150.000;;15.316.667;4;2;0.177460;0;1.086.737;0.708513;12;12.000.000;6;1.000.000;0;2;7;3.000.000
29.916.992;4.487.378;5.854.488;2.954.941;0.694139;3.987.234;2.500.000;4.083.333;27.916.667;13.666.667;0.182157;0.722734;2.686.730;8.944.579;6.367.055;2.577.524;12.078.742;5.283.333;14.950.000;5.321.825;20.772.708;;6.416.667;34.900.000;15.366.667;2;4;0.239403;0;0.153571;0.486898;18;14.000.000;3;2.000.000;1;10;12;4.000.000
32.881.071;5.832.114;9.243.446;2.771.411;0.937507;4.557.232;3.166.667;21.500.000;13.166.667;7.500.000;0.478028;1.997.131;1.455.691;8.802.978;7.265.614;1.537.364;11.113.348;13.866.667;7.533.333;7.296.825;19.654.948;11.783.333;11.083.333;;23.266.667;1;1;0.153519;0;0.280972;0.493030;11;9.000.000;7;0.000000;0;4;9;1.000.000
30.356.153;4.400.911;8.678.519;1.244.920;0.991634;3.504.390;1.500.000;1.833.333;21.833.333;12.333.333;0.129167;0.348371;2.738.402;7.930.096;7.635.929;0.294168;10.681.315;16.750.000;5.916.667;6.200.000;16.884.748;27.416.667;12.583.333;47.083.333;19.333.333;1;0;0.148703;0;0.225490;0.857688;14;7.000.000;5;1.000.000;0;5;6;0.000000
42.102.900;5.609.423;9.306.746;2.247.032;0.979622;3.948.073;0.000000;10.333.333;20.166.667;19.333.333;0.000000;1.403.356;2.017.840;13.108.874;11.100.093;2.008.781;14.473.233;16.783.333;2.900.000;6.092.857;23.459.454;;16.250.000;;21.150.000;5;6;0.000000;1;0.329937;0.312885;8;12.000.000;4;3.000.000;0;7;12;6.000.000
23.411.952;6.626.524;5.570.441;1.569.088;0.949621;4.846.216;2.666.667;0.000000;39.166.667;11.833.333;0.321147;0.000000;3.962.523;7.169.686;6.091.512;1.078.174;10.395.317;29.983.333;1.866.667;9.073.413;19.244.934;18.600.000;6.033.333;25.800.000;27.550.000;0;1;0.599241;0;1.076.122;0.327838;14;5.000.000;8;1.000.000;0;2;6;1.000.000
26.851.387;3.247.679;6.633.673;0.987145;1.636.997;5.837.026;10.052.381;0.500000;22.842.857;6.426.190;1.518.836;0.034483;3.315.644;7.116.471;5.304.062;1.812.409;9.340.431;22.816.667;1.583.333;3.824.206;17.827.186;;11.033.333;;21.250.000;2;1;0.443171;0;0.152745;0.352307;10;8.000.000;3;0.000000;0;12;19;1.000.000
21.410.682;5.097.447;4.724.191;0.942405;1.154.145;3.394.773;6.416.667;0.000000;20.833.333;2.750.000;0.798207;0.302020;2.163.593;7.295.192;6.983.726;0.311466;11.655.348;42.461.905;10.333.333;4.905.159;17.201.059;;22.426.190;;;2;1;0.313830;0;0.199109;0.654803;7;7.000.000;2;0.000000;0;7;11;2.000.000
29.742.082;7.268.413;6.370.746;0.926572;1.855.209;7.120.557;3.142.857;0.400000;37.297.619;16.933.333;0.855253;0.030769;5.534.036;6.713.776;5.917.553;0.796223;12.541.052;45.675.000;9.933.333;4.180.592;21.324.751;20.683.333;13.083.333;;13.675.000;0;0;0.834705;0;0.553570;0.489302;13;4.000.000;1;0.000000;0;3;4;0.000000
28.871.670;13.427.245;5.859.575;0.663449;0.617420;1.788.409;0.000000;0.000000;16.083.333;4.500.000;0.000000;0.000000;1.588.409;6.486.634;6.260.127;0.226507;10.785.079;27.804.762;2.833.333;1.582.540;13.092.559;;15.976.190;;16.928.571;0;3;1.899.867;0;0.300410;0.338725;13;4.000.000;0;0.000000;0;3;5;3.000.000
26.373.968;7.401.969;7.114.053;0.922664;1.239.501;4.288.620;3.476.190;0.142857;24.785.714;6.392.857;0.643665;0.060606;2.911.405;11.418.610;8.923.329;2.495.282;12.634.052;37.983.333;4.000.000;4.606.349;19.602.323;;18.416.667;;13.950.000;0;0;0.711575;0;0.608246;0.870584;12;5.000.000;4;1.000.000;1;4;4;1.000.000
27.955.285;6.017.262;6.370.644;0.553237;1.007.369;3.840.241;1.916.667;0.000000;24.933.333;5.333.333;0.314713;0.000000;3.106.357;6.656.444;6.161.209;0.495234;12.522.106;39.450.000;14.950.000;2.558.333;17.501.822;;15.583.333;;15.266.667;0;0;0.516299;0;0.709538;0.528143;17;4.000.000;4;0.000000;0;3;5;0.000000
26.778.116;4.177.827;7.515.229;0.867333;2.369.209;9.294.165;8.766.667;0.000000;31.733.333;8.733.333;1.727.128;0.000000;6.498.939;8.129.425;6.586.453;1.542.972;10.341.056;36.000.000;9.000.000;10.043.290;23.651.843;19.666.667;10.833.333;38.916.667;20.333.333;0;5;0.595642;0;0.349073;0.531220;10;4.000.000;5;0.000000;0;3;6;5.000.000
28.151.350;4.310.984;7.407.475;0.848464;1.512.233;5.868.426;5.500.000;0.000000;30.305.556;8.888.889;0.599339;0.000000;4.229.821;7.497.260;5.743.273;1.753.987;12.629.005;33.233.333;5.916.667;4.226.190;22.486.096;18.850.000;14.033.333;27.700.000;22.850.000;1;4;0.821218;0;0.239668;0.296817;12;7.000.000;7;0.000000;0;5;7;2.000.000
24.286.378;8.851.258;4.316.104;0.508838;1.640.974;5.979.980;3.366.667;2.833.333;33.000.000;5.900.000;0.546052;0.412500;4.268.239;7.700.348;6.039.538;1.660.810;10.780.454;19.483.333;12.000.000;4.731.349;18.698.376;;9.750.000;40.145.238;10.802.381;1;5;1.140.121;0;0.020833;0.467413;12;8.000.000;4;1.000.000;0;7;9;5.000.000
23.524.237;8.784.889;3.926.382;2.147.436;1.364.894;6.010.935;4.200.000;0.866667;36.066.667;7.916.667;0.677247;0.149206;4.783.360;7.241.796;6.533.185;0.708611;10.016.103;56.975.000;1.166.667;4.053.211;16.137.123;16.875.000;3.483.333;;20.891.667;0;3;1.413.728;0;0.277512;0.376023;17;2.000.000;6;1.000.000;0;6;11;2.000.000
20.997.920;5.876.137;4.919.835;0.306352;2.472.133;9.601.211;11.025.000;0.500000;44.675.000;8.450.000;2.136.059;0.107143;6.892.282;5.747.427;4.689.995;1.057.432;12.073.687;62.883.333;4.833.333;2.923.016;19.086.940;;9.200.000;26.616.667;23.866.667;1;0;1.331.419;0;0.215389;1.114.298;14;0.000000;6;0.000000;0;4;12;0.000000
25.033.381;6.629.838;5.866.503;1.109.496;0.821794;3.007.029;4.583.333;0.000000;17.750.000;6.333.333;0.463669;0.000000;2.192.189;6.020.063;5.178.619;0.841444;11.587.624;48.950.000;5.500.000;1.761.544;19.111.219;25.150.000;21.233.333;25.583.333;;0;0;0.549384;0;0.363914;0.401495;15;2.000.000;1;0.000000;0;6;10;0.000000
21.464.071;6.327.541;5.315.012;0.410112;0.999048;3.907.135;0.000000;0.000000;33.000.000;9.666.667;0.000000;0.000000;3.425.259;5.500.045;4.875.183;0.624862;9.773.737;35.502.381;3.119.048;5.005.195;14.618.672;;9.035.714;;12.604.762;0;0;0.776014;0;0.147161;0.299167;6;1.000.000;5;0.000000;0;2;5;0.000000
25.989.913;4.342.530;3.507.830;0.774383;0.913752;4.457.716;2.833.333;1.000.000;28.900.000;;0.564904;0.040000;3.365.910;7.959.964;5.718.480;2.241.484;10.914.281;28.727.778;3.000.000;5.732.633;19.069.933;12.533.333;16.250.000;31.083.333;18.261.111;1;1;0.540915;0;0.170370;0.538114;5;3.000.000;5;0.000000;0;4;8;1.000.000
26.917.137;8.385.020;4.835.011;0.350135;1.237.355;7.687.392;10.916.667;0.500000;44.416.667;3.833.333;1.877.609;0.244318;5.228.278;5.835.304;4.493.357;1.341.947;13.454.883;53.083.333;6.333.333;3.420.238;23.116.504;17.333.333;18.066.667;29.366.667;13.650.000;1;2;0.593287;0;0.844753;0.545752;17;5.000.000;7;0.000000;0;2;5;2.000.000
27.443.073;8.563.971;4.512.337;0.230868;1.245.586;6.511.837;3.976.190;2.000.000;41.261.905;15.452.381;0.444192;0.263147;5.162.800;7.513.685;5.511.806;2.001.879;12.031.988;40.275.000;3.908.333;3.813.492;20.711.288;20.016.667;14.191.667;;;6;1;1.347.874;0;0.330155;1.204.506;11;4.000.000;8;2.000.000;0;7;11;2.000.000
23.160.298;7.347.639;5.897.749;0.290606;1.805.642;7.533.607;7.433.333;2.416.667;29.950.000;12.916.667;1.319.767;0.450735;4.580.235;6.317.522;5.057.996;1.259.526;10.989.462;25.200.000;6.250.000;2.078.571;18.120.691;16.700.000;8.250.000;35.900.000;6.916.667;9;1;0.437216;1;0.037037;0.384218;9;4.000.000;6;1.000.000;0;6;6;2.000.000
30.395.618;2.715.301;6.419.601;0.190884;1.923.827;7.367.397;5.850.000;0.000000;33.700.000;0.833333;1.381.442;0.022727;5.357.498;5.304.699;3.478.268;1.826.431;10.622.451;39.338.095;5.767.857;3.836.447;22.703.285;;8.333.333;;18.459.524;1;0;0.745294;0;0.176923;0.269233;8;3.000.000;3;0.000000;0;3;6;0.000000
29.375.629;8.283.980;6.936.460;1.732.950;1.553.532;5.342.351;9.083.333;0.000000;28.066.667;10.316.667;0.899906;0.090909;3.789.652;8.449.867;6.318.076;2.131.791;11.297.903;28.361.905;6.885.714;5.169.048;17.924.490;;11.533.333;;13.802.381;6;2;1.133.830;0;0.220248;0.429507;10;3.000.000;4;2.000.000;0;6;9;3.000.000
